epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,33497.9,1.82095,0.94706,1.71976,0.74873,0.5578,0.62129,0.45787,1.68266,1.27154,1.74971,0.006964,0.006964,0.006964
94,34812.4,1.83149,0.96067,1.72645,0.74728,0.56006,0.62223,0.45865,1.6816,1.27009,1.74927,0.006931,0.006931,0.006931
95,35083.4,1.8162,0.95043,1.70849,0.74806,0.56064,0.62272,0.45912,1.68108,1.26868,1.74908,0.006898,0.006898,0.006898
96,35355.3,1.81363,0.94393,1.72013,0.7429,0.56628,0.6179,0.45489,1.68038,1.26862,1.74881,0.006865,0.006865,0.006865
97,35627.2,1.84007,0.95529,1.72636,0.7556,0.55883,0.61882,0.45543,1.67979,1.26773,1.74859,0.006832,0.006832,0.006832
98,35903,1.82015,0.94606,1.71518,0.7579,0.55743,0.62544,0.46111,1.67933,1.26699,1.74822,0.006799,0.006799,0.006799
99,36171.6,1.81721,0.94766,1.71877,0.7579,0.55945,0.62772,0.46158,1.67868,1.26653,1.74809,0.006766,0.006766,0.006766
100,36440.3,1.81402,0.93895,1.71888,0.75832,0.55936,0.62203,0.45761,1.67785,1.26571,1.74784,0.006733,0.006733,0.006733
101,36716.2,1.81098,0.93365,1.70841,0.75457,0.56279,0.62238,0.45821,1.67733,1.26462,1.74747,0.0067,0.0067,0.0067
102,38207.2,1.81322,0.93885,1.70961,0.75241,0.56396,0.62247,0.45856,1.67643,1.26417,1.74697,0.006667,0.006667,0.006667
103,38477.3,1.80177,0.9425,1.71378,0.75251,0.5653,0.6246,0.46015,1.67568,1.26306,1.74672,0.006634,0.006634,0.006634
104,38748.1,1.82259,0.9403,1.71548,0.75553,0.56237,0.62537,0.46077,1.67475,1.26264,1.74651,0.006601,0.006601,0.006601
105,39573.3,1.82018,0.93602,1.702,0.75655,0.56233,0.62612,0.4615,1.67398,1.26149,1.74626,0.006568,0.006568,0.006568
106,39843.8,1.79802,0.93316,1.70865,0.75974,0.56075,0.63445,0.46849,1.67348,1.26062,1.74597,0.006535,0.006535,0.006535
107,40119.8,1.79547,0.92911,1.70608,0.76027,0.56042,0.63473,0.46881,1.67295,1.25963,1.74543,0.006502,0.006502,0.006502
108,40394.3,1.81593,0.94015,1.71433,0.75967,0.56118,0.62677,0.46294,1.6723,1.25886,1.74485,0.006469,0.006469,0.006469
109,40666.7,1.81172,0.92615,1.70848,0.75845,0.56279,0.62702,0.46295,1.6716,1.25788,1.74444,0.006436,0.006436,0.006436
110,40942.9,1.81829,0.92952,1.71047,0.75723,0.56287,0.62738,0.46385,1.67071,1.25717,1.74411,0.006403,0.006403,0.006403
111,42007.8,1.80037,0.92967,1.71029,0.76017,0.56281,0.62831,0.46391,1.6702,1.25606,1.74347,0.00637,0.00637,0.00637
112,42280.6,1.82943,0.949,1.72512,0.76101,0.56453,0.62911,0.46435,1.67,1.25557,1.74301,0.006337,0.006337,0.006337
113,42976.9,1.78304,0.91955,1.70793,0.7626,0.56426,0.6288,0.46467,1.66923,1.25508,1.74261,0.006304,0.006304,0.006304
