epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,108079,1.04975,0.83406,1.33415,0.73505,0.59441,0.64428,0.47559,1.07633,1.11374,1.46683,0.006667,0.006667,0.006667
103,108444,1.04641,0.83763,1.34525,0.7361,0.59406,0.64475,0.47585,1.07583,1.11247,1.46637,0.006634,0.006634,0.006634
104,108808,1.05354,0.83684,1.34026,0.73526,0.59576,0.64504,0.47626,1.07526,1.11097,1.46554,0.006601,0.006601,0.006601
105,109175,1.04645,0.8333,1.32548,0.73287,0.59662,0.6452,0.47638,1.07476,1.1101,1.46481,0.006568,0.006568,0.006568
106,109536,1.04273,0.83051,1.33772,0.73334,0.59652,0.64589,0.47691,1.07447,1.10867,1.46411,0.006535,0.006535,0.006535
107,109907,1.04093,0.82575,1.33439,0.73258,0.59707,0.64599,0.47711,1.07404,1.10777,1.46373,0.006502,0.006502,0.006502
108,113292,1.04861,0.83525,1.33835,0.7298,0.5989,0.64627,0.47748,1.07374,1.10611,1.46309,0.006469,0.006469,0.006469
109,113654,1.04458,0.82365,1.33211,0.72921,0.59841,0.64657,0.478,1.07345,1.10466,1.46253,0.006436,0.006436,0.006436
110,114022,1.04682,0.82452,1.32979,0.72604,0.59955,0.6469,0.47861,1.07322,1.10371,1.46214,0.006403,0.006403,0.006403
111,114392,1.04073,0.82529,1.33749,0.72393,0.60168,0.64732,0.47891,1.07309,1.10243,1.46162,0.00637,0.00637,0.00637
112,115511,1.04872,0.83719,1.34173,0.72274,0.60178,0.64748,0.47913,1.07266,1.10173,1.46093,0.006337,0.006337,0.006337
113,115876,1.03407,0.81835,1.33069,0.72498,0.60082,0.64746,0.47967,1.07228,1.10156,1.46036,0.006304,0.006304,0.006304
114,116248,1.04175,0.81774,1.33057,0.72353,0.60268,0.64816,0.48041,1.0721,1.10082,1.4599,0.006271,0.006271,0.006271
115,116611,1.03556,0.81886,1.33101,0.72716,0.60105,0.6481,0.48091,1.07164,1.10019,1.45939,0.006238,0.006238,0.006238
116,116978,1.03689,0.81424,1.32199,0.72492,0.60223,0.6485,0.48152,1.07141,1.09913,1.45884,0.006205,0.006205,0.006205
117,117341,1.03893,0.81516,1.32695,0.72075,0.60415,0.6493,0.48187,1.07102,1.09758,1.45817,0.006172,0.006172,0.006172
118,117712,1.03313,0.8073,1.32775,0.72465,0.60171,0.65001,0.48215,1.07083,1.09726,1.45762,0.006139,0.006139,0.006139
119,118078,1.03076,0.81109,1.32333,0.72842,0.59907,0.64936,0.48206,1.07052,1.09621,1.45693,0.006106,0.006106,0.006106
120,118443,1.02984,0.81073,1.32963,0.73101,0.59897,0.64961,0.48252,1.07006,1.09529,1.45639,0.006073,0.006073,0.006073
121,118804,1.03044,0.80969,1.32538,0.732,0.5991,0.65014,0.48332,1.06968,1.09421,1.45579,0.00604,0.00604,0.00604
122,119167,1.03594,0.81065,1.32782,0.73555,0.59807,0.64939,0.48309,1.06941,1.09356,1.45513,0.006007,0.006007,0.006007
123,119534,1.03197,0.80546,1.32589,0.73479,0.6002,0.65019,0.48359,1.06905,1.09291,1.45463,0.005974,0.005974,0.005974
124,119897,1.02957,0.81063,1.32268,0.73498,0.59995,0.64992,0.48365,1.06899,1.09186,1.4543,0.005941,0.005941,0.005941
125,120264,1.03017,0.80774,1.32334,0.72808,0.60183,0.65004,0.48387,1.06876,1.09124,1.45388,0.005908,0.005908,0.005908
126,120626,1.02753,0.80464,1.32215,0.72782,0.6023,0.65044,0.4842,1.06854,1.09065,1.45343,0.005875,0.005875,0.005875
127,122784,1.02427,0.8049,1.31877,0.73376,0.59953,0.65052,0.48476,1.0682,1.08924,1.45268,0.005842,0.005842,0.005842
128,123161,1.02716,0.80341,1.3244,0.73172,0.60001,0.65159,0.48569,1.06807,1.08861,1.45229,0.005809,0.005809,0.005809
129,123527,1.02313,0.79547,1.31632,0.73087,0.6007,0.65199,0.4861,1.06762,1.08781,1.45162,0.005776,0.005776,0.005776
130,123888,1.02365,0.80116,1.3215,0.73131,0.59913,0.65041,0.4863,1.06728,1.08673,1.45106,0.005743,0.005743,0.005743
131,124253,1.02323,0.80916,1.31526,0.72985,0.59956,0.65059,0.4866,1.06713,1.08548,1.45068,0.00571,0.00571,0.00571
132,126625,1.01966,0.80137,1.32055,0.73117,0.59999,0.65075,0.48687,1.06709,1.08473,1.45035,0.005677,0.005677,0.005677
133,126988,1.02623,0.80236,1.31309,0.734,0.59658,0.65098,0.48714,1.06702,1.08362,1.44993,0.005644,0.005644,0.005644
134,127357,1.02063,0.8003,1.3119,0.73344,0.59763,0.65116,0.4875,1.06674,1.08275,1.44939,0.005611,0.005611,0.005611
135,130785,1.0153,0.79119,1.31742,0.73274,0.59723,0.65238,0.48807,1.06659,1.08195,1.4491,0.005578,0.005578,0.005578
136,133662,1.01466,0.79432,1.31834,0.73356,0.5971,0.65287,0.48846,1.06623,1.08066,1.44855,0.005545,0.005545,0.005545
137,134028,1.01874,0.79449,1.31438,0.7313,0.5983,0.65317,0.48875,1.06605,1.07983,1.44832,0.005512,0.005512,0.005512
138,136344,1.01808,0.79733,1.31512,0.72801,0.60092,0.65458,0.48978,1.06581,1.07861,1.44781,0.005479,0.005479,0.005479
139,136710,1.01461,0.78793,1.3076,0.72792,0.60096,0.65477,0.4901,1.06546,1.0773,1.4475,0.005446,0.005446,0.005446
